post_id,platform,author,text,sentiment,created_at
730,Twitter,user457,"Qué gran atención de @musicBeat, todo rápido y claro https://t.co/demo",positive,2024-04-14 14:28:00
731,Instagram,user425,Nuevo post de @fotografia sobre tendencias y gracias a @noticiasTech #promo,neutral,2024-06-16 11:26:00
732,YouTube,user68,"Qué gran atención de @cineFan, todo rápido y claro #promo",positive,2024-05-01 19:23:00
733,Instagram,user141,"Recomiendo a @viajesPro, contenido de calidad y muy útil #promo",positive,2024-05-03 19:58:00
734,YouTube,user312,"Pésima experiencia con @musicBeat, no lo recomiendo y gracias a @brandX #promo https://t.co/demo",negative,2024-04-14 21:51:00
735,Twitter,user484,"Ojo con @noticiasTech, publicidad engañosa y gracias a @saludPlus https://t.co/demo",negative,2024-05-24 09:27:00
736,Twitter,user505,"Muy decepcionado con @ofertasHoy, cero seriedad #promo https://t.co/demo",negative,2024-06-04 23:24:00
737,Twitter,user488,"La promo de @saludPlus está genial, ahorré bastante y gracias a @canalZ #promo https://t.co/demo",positive,2024-03-30 10:54:00
738,Instagram,user473,"Recomiendo a @brandY, contenido de calidad y muy útil",positive,2024-03-14 01:39:00
739,TikTok,user297,"Muy decepcionado con @brandZ, cero seriedad y gracias a @modaTrends #promo https://t.co/demo",negative,2024-03-01 05:42:00
740,TikTok,user557,Actualización de @modaTrends disponible y gracias a @saludPlus https://t.co/demo,neutral,2024-05-16 19:47:00
741,Instagram,user361,"Recomiendo a @foodLover, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-05-11 05:33:00
742,Instagram,user105,"Gracias @equipoY por el apoyo, quedé feliz con todo",positive,2024-08-24 17:56:00
743,Twitter,user545,Increíble servicio de @brandZ! Me encantó la experiencia,positive,2024-04-29 10:38:00
744,Instagram,user372,Comparando precios con @fotografia #promo,neutral,2024-04-22 00:58:00
745,Instagram,user122,"Gracias @hogarIdeas por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-05-06 02:40:00
746,Twitter,user436,"Buenísimo el video de @gamerMax, 10/10 y gracias a @creatorAna #promo",positive,2024-05-08 20:14:00
747,YouTube,user61,Increíble servicio de @canalZ! Me encantó la experiencia y gracias a @hogarIdeas #promo https://t.co/demo,positive,2024-04-19 04:13:00
748,Instagram,user211,Increíble servicio de @ofertasHoy! Me encantó la experiencia y gracias a @canalZ https://t.co/demo,positive,2024-03-31 05:28:00
749,Instagram,user513,"Malo el soporte de @brandZ, aún espero respuesta",negative,2024-04-27 06:32:00
750,Instagram,user289,Nuevo post de @fitLife sobre tendencias #promo https://t.co/demo,neutral,2024-04-25 17:12:00
751,TikTok,user487,"Ojo con @creatorMia, publicidad engañosa #promo",negative,2024-04-25 12:57:00
752,Instagram,user435,"Malo el soporte de @cineFan, aún espero respuesta #promo",negative,2024-05-29 17:44:00
753,YouTube,user140,Actualización de @hogarIdeas disponible #promo https://t.co/demo,neutral,2024-04-26 03:56:00
754,TikTok,user395,El envío de @saludPlus fue lentísimo y llegó mal https://t.co/demo,negative,2024-03-14 13:54:00
755,YouTube,user298,"Buenísimo el video de @brandZ, 10/10 #promo https://t.co/demo",positive,2024-04-04 23:00:00
756,Twitter,user504,"Qué gran atención de @foodLover, todo rápido y claro #promo https://t.co/demo",positive,2024-04-19 23:43:00
757,Instagram,user105,"Recomiendo a @soporteX, contenido de calidad y muy útil y gracias a @cineFan #promo",positive,2024-04-28 17:02:00
758,TikTok,user286,Probando el filtro de @cienciaHoy,neutral,2024-05-16 16:32:00
759,TikTok,user524,Increíble servicio de @musicBeat! Me encantó la experiencia y gracias a @foodLover #promo,positive,2024-04-28 04:35:00
760,Twitter,user31,"Ojo con @brandZ, publicidad engañosa https://t.co/demo",negative,2024-02-26 23:11:00
761,Instagram,user335,Increíble servicio de @fotografia! Me encantó la experiencia,positive,2024-03-17 16:48:00
762,Instagram,user478,"Buenísimo el video de @gamerMax, 10/10",positive,2024-05-19 18:27:00
763,Twitter,user560,Probando el filtro de @brandY #promo,neutral,2024-04-18 12:50:00
764,YouTube,user454,"La promo de @creatorMia está genial, ahorré bastante",positive,2024-06-29 05:36:00
765,YouTube,user504,"Buenísimo el video de @hogarIdeas, 10/10 #promo",positive,2024-05-01 22:31:00
766,YouTube,user568,"Muy decepcionado con @creatorMia, cero seriedad y gracias a @noticiasTech #promo",negative,2024-04-13 21:03:00
767,TikTok,user362,"La promo de @brandX está genial, ahorré bastante y gracias a @viajesPro #promo",positive,2024-04-04 00:55:00
768,YouTube,user350,"Recomiendo a @ofertasHoy, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-04-15 08:00:00
769,Twitter,user320,Actualización de @brandZ disponible y gracias a @soporteX #promo https://t.co/demo,neutral,2024-05-02 15:43:00
770,YouTube,user433,"Buenísimo el video de @hogarIdeas, 10/10 https://t.co/demo",positive,2024-04-26 13:19:00
771,Twitter,user331,Leyendo comentarios de @creatorAna #promo,neutral,2024-06-04 22:46:00
772,Instagram,user348,"Ojo con @ofertasHoy, publicidad engañosa y gracias a @modaTrends",negative,2024-03-09 18:17:00
773,TikTok,user220,"La promo de @noticiasTech está genial, ahorré bastante #promo",positive,2024-03-13 03:08:00
774,Twitter,user593,"Malo el soporte de @canalZ, aún espero respuesta",negative,2024-04-17 11:51:00
775,TikTok,user79,"Ojo con @noticiasTech, publicidad engañosa #promo",negative,2024-05-17 08:34:00
776,YouTube,user528,"Pésima experiencia con @fitLife, no lo recomiendo",negative,2024-05-26 06:22:00
777,YouTube,user591,"Buenísimo el video de @saludPlus, 10/10 y gracias a @cienciaHoy",positive,2024-04-05 14:48:00
778,Twitter,user580,"Ojo con @ofertasHoy, publicidad engañosa y gracias a @creatorLuis",negative,2024-02-13 14:51:00
779,TikTok,user421,Leyendo comentarios de @brandZ y gracias a @musicBeat #promo https://t.co/demo,neutral,2024-04-06 05:28:00
780,Instagram,user263,"Gracias @creatorAna por el apoyo, quedé feliz con todo y gracias a @canalZ https://t.co/demo",positive,2024-05-11 16:34:00
781,YouTube,user574,"Gracias @brandY por el apoyo, quedé feliz con todo y gracias a @creatorMia #promo",positive,2024-04-25 09:28:00
782,Instagram,user564,"No funciona lo que vende @brandY, una estafa #promo",negative,2024-05-18 02:51:00
783,TikTok,user322,Actualización de @cineFan disponible https://t.co/demo,neutral,2024-06-15 04:47:00
784,Twitter,user242,"Malo el soporte de @foodLover, aún espero respuesta",negative,2024-04-20 17:55:00
785,YouTube,user258,Comparando precios con @equipoY y gracias a @ofertasHoy #promo,neutral,2024-04-10 13:18:00
786,YouTube,user242,"Gracias @creatorAna por el apoyo, quedé feliz con todo y gracias a @noticiasTech #promo https://t.co/demo",positive,2024-03-27 20:07:00
787,YouTube,user58,"Malo el soporte de @hogarIdeas, aún espero respuesta y gracias a @cineFan #promo https://t.co/demo",negative,2024-03-12 09:28:00
788,TikTok,user149,El envío de @ofertasHoy fue lentísimo y llegó mal y gracias a @cienciaHoy #promo,negative,2024-03-06 01:51:00
789,TikTok,user246,"No funciona lo que vende @noticiasTech, una estafa #promo",negative,2024-04-02 04:09:00
790,Instagram,user548,Nuevo post de @viajesPro sobre tendencias #promo,neutral,2024-06-08 08:43:00
791,Twitter,user309,Actualización de @equipoY disponible y gracias a @creatorMia,neutral,2024-05-23 21:59:00
792,Twitter,user417,"Buenísimo el video de @brandZ, 10/10 #promo",positive,2024-04-08 14:25:00
793,Instagram,user103,"Malo el soporte de @foodLover, aún espero respuesta",negative,2024-08-04 11:09:00
794,Twitter,user465,Leyendo comentarios de @cienciaHoy y gracias a @musicBeat https://t.co/demo,neutral,2024-04-04 13:40:00
795,TikTok,user205,Increíble servicio de @brandZ! Me encantó la experiencia y gracias a @fitLife,positive,2024-06-20 22:09:00
796,YouTube,user134,Probando el filtro de @reviewGuru https://t.co/demo,neutral,2024-07-03 23:27:00
797,TikTok,user336,"Recomiendo a @cineFan, contenido de calidad y muy útil y gracias a @viajesPro",positive,2024-05-14 07:39:00
798,Twitter,user22,Comparando precios con @cienciaHoy,neutral,2024-04-02 06:46:00
799,Instagram,user269,"Buenísimo el video de @fotografia, 10/10 #promo",positive,2024-04-12 05:48:00
800,Twitter,user581,"Buenísimo el video de @foodLover, 10/10",positive,2024-05-03 16:52:00
801,Instagram,user122,El envío de @soporteX fue lentísimo y llegó mal y gracias a @foodLover #promo,negative,2024-03-13 07:03:00
802,TikTok,user221,"Ojo con @soporteX, publicidad engañosa y gracias a @creatorLuis #promo",negative,2024-03-24 08:02:00
803,Instagram,user462,"Qué gran atención de @modaTrends, todo rápido y claro #promo https://t.co/demo",positive,2024-03-22 11:02:00
804,Instagram,user408,"Ojo con @hogarIdeas, publicidad engañosa #promo https://t.co/demo",negative,2024-05-17 02:00:00
805,TikTok,user54,Actualización de @gamerMax disponible,neutral,2024-06-15 20:25:00
806,Twitter,user47,"Buenísimo el video de @fotografia, 10/10 y gracias a @viajesPro https://t.co/demo",positive,2024-05-24 19:05:00
807,Instagram,user43,"Buenísimo el video de @foodLover, 10/10 https://t.co/demo",positive,2024-06-06 10:49:00
808,YouTube,user544,"Recomiendo a @creatorAna, contenido de calidad y muy útil y gracias a @creatorMia #promo",positive,2024-03-30 09:35:00
809,YouTube,user370,"La promo de @canalZ está genial, ahorré bastante",positive,2024-04-14 14:52:00
810,TikTok,user169,"Pésima experiencia con @gamerMax, no lo recomiendo",negative,2024-04-16 15:01:00
811,Instagram,user55,"Gracias @equipoY por el apoyo, quedé feliz con todo y gracias a @noticiasTech #promo",positive,2024-05-13 03:57:00
812,Twitter,user507,"La promo de @hogarIdeas está genial, ahorré bastante #promo",positive,2024-08-04 05:03:00
813,TikTok,user127,"Gracias @noticiasTech por el apoyo, quedé feliz con todo",positive,2024-04-03 19:13:00
814,Instagram,user600,"Muy decepcionado con @brandX, cero seriedad #promo",negative,2024-06-03 08:24:00
815,Twitter,user511,Actualización de @brandX disponible https://t.co/demo,neutral,2024-07-01 20:09:00
816,TikTok,user109,"Buenísimo el video de @brandZ, 10/10",positive,2024-05-15 09:11:00
817,TikTok,user6,Comparando precios con @cienciaHoy #promo,neutral,2024-04-12 19:25:00
818,Instagram,user133,Actualización de @cienciaHoy disponible y gracias a @brandY,neutral,2024-03-28 20:33:00
819,Twitter,user391,"Gracias @creatorMia por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-03-22 07:06:00
820,YouTube,user167,Leyendo comentarios de @noticiasTech https://t.co/demo,neutral,2024-02-27 16:45:00
821,TikTok,user443,Viendo el directo de @fotografia ahora #promo https://t.co/demo,neutral,2024-04-17 06:49:00
822,YouTube,user502,Actualización de @gamerMax disponible #promo,neutral,2024-04-15 12:34:00
823,YouTube,user191,"Malo el soporte de @brandZ, aún espero respuesta",negative,2024-05-31 22:06:00
824,YouTube,user159,"Muy decepcionado con @cienciaHoy, cero seriedad y gracias a @musicBeat #promo",negative,2024-04-05 16:18:00
825,Instagram,user308,Actualización de @modaTrends disponible https://t.co/demo,neutral,2024-04-19 01:37:00
826,Twitter,user565,Nuevo post de @foodLover sobre tendencias #promo,neutral,2024-05-06 19:24:00
827,TikTok,user260,"La promo de @brandZ está genial, ahorré bastante y gracias a @hogarIdeas #promo",positive,2024-05-15 13:24:00
828,Twitter,user47,"Recomiendo a @hogarIdeas, contenido de calidad y muy útil y gracias a @musicBeat",positive,2024-05-25 09:02:00
829,Instagram,user350,"Qué gran atención de @brandZ, todo rápido y claro #promo",positive,2024-05-02 14:48:00
830,Twitter,user548,Increíble servicio de @creatorAna! Me encantó la experiencia y gracias a @foodLover #promo,positive,2024-03-15 22:27:00
831,TikTok,user499,El envío de @fotografia fue lentísimo y llegó mal,negative,2024-05-11 10:19:00
832,Instagram,user90,Increíble servicio de @soporteX! Me encantó la experiencia https://t.co/demo,positive,2024-04-03 00:54:00
833,YouTube,user215,"Pésima experiencia con @cienciaHoy, no lo recomiendo",negative,2024-06-17 06:30:00
834,TikTok,user89,Probando el filtro de @creatorLuis #promo,neutral,2024-04-26 23:58:00
835,YouTube,user456,"Muy decepcionado con @musicBeat, cero seriedad y gracias a @noticiasTech",negative,2024-05-05 01:44:00
836,Twitter,user342,"Buenísimo el video de @hogarIdeas, 10/10",positive,2024-08-30 20:20:00
837,TikTok,user568,"Buenísimo el video de @viajesPro, 10/10",positive,2024-05-26 16:39:00
838,Twitter,user238,"Muy decepcionado con @cineFan, cero seriedad y gracias a @brandZ #promo",negative,2024-05-10 16:09:00
839,YouTube,user120,El envío de @cienciaHoy fue lentísimo y llegó mal #promo https://t.co/demo,negative,2024-04-20 06:33:00
840,TikTok,user481,"Gracias @foodLover por el apoyo, quedé feliz con todo",positive,2024-03-17 22:25:00
841,Instagram,user480,Leyendo comentarios de @saludPlus #promo,neutral,2024-04-18 22:16:00
842,YouTube,user369,Comparando precios con @creatorMia y gracias a @saludPlus,neutral,2024-03-28 04:24:00
843,Instagram,user178,Increíble servicio de @gamerMax! Me encantó la experiencia,positive,2024-07-09 08:00:00
844,Twitter,user215,Actualización de @ofertasHoy disponible #promo,neutral,2024-05-11 17:11:00
845,Twitter,user33,"La promo de @creatorAna está genial, ahorré bastante y gracias a @devTips #promo https://t.co/demo",positive,2024-06-15 11:36:00
846,Twitter,user364,Actualización de @fitLife disponible,neutral,2024-04-04 20:37:00
847,Twitter,user107,Probando el filtro de @musicBeat,neutral,2024-03-30 20:50:00
848,Twitter,user105,"No funciona lo que vende @creatorMia, una estafa y gracias a @equipoY https://t.co/demo",negative,2024-05-21 09:58:00
849,YouTube,user453,"Pésima experiencia con @creatorAna, no lo recomiendo #promo https://t.co/demo",negative,2024-03-26 06:53:00
850,YouTube,user450,Viendo el directo de @brandX ahora #promo https://t.co/demo,neutral,2024-04-10 05:50:00
851,TikTok,user88,"Recomiendo a @cineFan, contenido de calidad y muy útil #promo",positive,2024-07-12 18:04:00
852,Instagram,user432,"Buenísimo el video de @cineFan, 10/10",positive,2024-04-11 17:37:00
853,Twitter,user371,"Qué gran atención de @brandX, todo rápido y claro https://t.co/demo",positive,2024-03-11 10:44:00
854,Instagram,user412,Increíble servicio de @viajesPro! Me encantó la experiencia,positive,2024-03-02 01:58:00
855,TikTok,user533,"Qué gran atención de @modaTrends, todo rápido y claro #promo",positive,2024-03-08 11:44:00
856,TikTok,user9,Viendo el directo de @fotografia ahora #promo https://t.co/demo,neutral,2024-06-18 18:34:00
857,TikTok,user453,Probando el filtro de @cienciaHoy https://t.co/demo,neutral,2024-04-06 18:20:00
858,YouTube,user343,"Pésima experiencia con @saludPlus, no lo recomiendo https://t.co/demo",negative,2024-08-28 17:27:00
859,TikTok,user566,"Pésima experiencia con @cienciaHoy, no lo recomiendo y gracias a @fitLife https://t.co/demo",negative,2024-07-02 10:22:00
860,Twitter,user433,El envío de @ofertasHoy fue lentísimo y llegó mal #promo https://t.co/demo,negative,2024-07-27 22:13:00
861,YouTube,user128,Increíble servicio de @saludPlus! Me encantó la experiencia,positive,2024-06-07 19:51:00
862,Instagram,user580,"Qué gran atención de @noticiasTech, todo rápido y claro",positive,2024-05-19 12:53:00
863,Instagram,user533,"La promo de @foodLover está genial, ahorré bastante y gracias a @ofertasHoy #promo https://t.co/demo",positive,2024-03-29 14:31:00
864,Twitter,user422,"Gracias @cineFan por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-04-25 17:57:00
865,YouTube,user413,Probando el filtro de @devTips,neutral,2024-05-23 16:42:00
866,Instagram,user427,"Buenísimo el video de @creatorLuis, 10/10 #promo",positive,2024-06-04 18:03:00
867,Instagram,user121,"No funciona lo que vende @brandY, una estafa y gracias a @devTips #promo",negative,2024-03-19 20:32:00
868,Twitter,user419,"Recomiendo a @devTips, contenido de calidad y muy útil y gracias a @creatorLuis #promo https://t.co/demo",positive,2024-04-18 12:46:00
869,TikTok,user311,"Pésima experiencia con @creatorLuis, no lo recomiendo #promo",negative,2024-04-22 10:24:00
870,Instagram,user291,"Buenísimo el video de @saludPlus, 10/10 y gracias a @fitLife #promo",positive,2024-04-21 14:15:00
871,TikTok,user493,"Ojo con @reviewGuru, publicidad engañosa",negative,2024-03-22 04:43:00
872,YouTube,user517,Probando el filtro de @modaTrends y gracias a @reviewGuru #promo,neutral,2024-07-18 21:17:00
873,YouTube,user420,"Recomiendo a @viajesPro, contenido de calidad y muy útil",positive,2024-04-17 09:28:00
874,Instagram,user91,"No funciona lo que vende @devTips, una estafa",negative,2024-03-24 04:13:00
875,Twitter,user573,"La promo de @fotografia está genial, ahorré bastante #promo",positive,2024-07-20 06:27:00
876,Twitter,user488,"Gracias @fitLife por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-07-02 19:46:00
877,Twitter,user455,Actualización de @fotografia disponible #promo,neutral,2024-05-01 00:47:00
878,YouTube,user349,"La promo de @brandX está genial, ahorré bastante y gracias a @noticiasTech #promo",positive,2024-03-02 18:29:00
879,TikTok,user173,Increíble servicio de @canalZ! Me encantó la experiencia y gracias a @musicBeat https://t.co/demo,positive,2024-04-09 11:06:00
880,Twitter,user186,"Ojo con @noticiasTech, publicidad engañosa y gracias a @creatorLuis #promo https://t.co/demo",negative,2024-03-07 12:49:00
881,Twitter,user124,"La promo de @fotografia está genial, ahorré bastante y gracias a @foodLover https://t.co/demo",positive,2024-05-16 03:55:00
882,Twitter,user276,"Buenísimo el video de @fitLife, 10/10 y gracias a @brandX #promo https://t.co/demo",positive,2024-04-07 00:38:00
883,Twitter,user276,"Qué gran atención de @fitLife, todo rápido y claro #promo",positive,2024-04-24 02:51:00
884,Instagram,user513,Actualización de @creatorLuis disponible #promo https://t.co/demo,neutral,2024-07-14 14:27:00
885,YouTube,user569,"La promo de @musicBeat está genial, ahorré bastante y gracias a @creatorMia #promo",positive,2024-04-04 16:27:00
886,TikTok,user280,Actualización de @viajesPro disponible #promo,neutral,2024-05-14 09:36:00
887,Instagram,user47,"Malo el soporte de @devTips, aún espero respuesta y gracias a @viajesPro",negative,2024-05-26 18:59:00
888,YouTube,user287,"Recomiendo a @foodLover, contenido de calidad y muy útil",positive,2024-06-17 15:27:00
889,Instagram,user280,El envío de @reviewGuru fue lentísimo y llegó mal y gracias a @cienciaHoy #promo,negative,2024-04-22 04:33:00
890,YouTube,user3,"Qué gran atención de @brandX, todo rápido y claro y gracias a @devTips",positive,2024-04-18 13:24:00
891,Twitter,user552,Leyendo comentarios de @cienciaHoy y gracias a @brandX,neutral,2024-04-17 15:11:00
892,TikTok,user127,Comparando precios con @viajesPro #promo,neutral,2024-05-10 23:47:00
893,Twitter,user9,"Ojo con @soporteX, publicidad engañosa y gracias a @brandX",negative,2024-06-30 12:12:00
894,Twitter,user197,Actualización de @cienciaHoy disponible #promo,neutral,2024-04-16 12:23:00
895,TikTok,user38,"No funciona lo que vende @hogarIdeas, una estafa #promo",negative,2024-02-17 21:47:00
896,Twitter,user406,Comparando precios con @devTips,neutral,2024-06-01 19:18:00
897,Instagram,user579,"Qué gran atención de @creatorLuis, todo rápido y claro y gracias a @noticiasTech",positive,2024-04-28 17:51:00
898,Instagram,user281,Leyendo comentarios de @brandX,neutral,2024-05-16 15:29:00
899,YouTube,user3,"Malo el soporte de @cienciaHoy, aún espero respuesta #promo",negative,2024-03-07 13:53:00
900,Twitter,user281,"Ojo con @musicBeat, publicidad engañosa",negative,2024-04-07 07:39:00
901,TikTok,user49,Probando el filtro de @fitLife y gracias a @viajesPro #promo https://t.co/demo,neutral,2024-05-28 19:31:00
902,Instagram,user26,Nuevo post de @cineFan sobre tendencias #promo https://t.co/demo,neutral,2024-03-16 02:08:00
903,Twitter,user100,"Muy decepcionado con @brandX, cero seriedad",negative,2024-05-14 08:26:00
904,YouTube,user111,Increíble servicio de @reviewGuru! Me encantó la experiencia https://t.co/demo,positive,2024-04-24 02:29:00
905,Twitter,user450,"Malo el soporte de @devTips, aún espero respuesta y gracias a @brandY https://t.co/demo",negative,2024-03-31 23:40:00
906,Instagram,user67,Increíble servicio de @musicBeat! Me encantó la experiencia y gracias a @modaTrends #promo https://t.co/demo,positive,2024-03-29 01:54:00
907,Twitter,user573,"Buenísimo el video de @viajesPro, 10/10 y gracias a @musicBeat #promo",positive,2024-03-23 22:31:00
908,YouTube,user11,"La promo de @cineFan está genial, ahorré bastante #promo",positive,2024-04-28 00:53:00
909,TikTok,user465,"Malo el soporte de @creatorAna, aún espero respuesta y gracias a @saludPlus #promo",negative,2024-05-02 06:36:00
910,Instagram,user587,El envío de @canalZ fue lentísimo y llegó mal,negative,2024-04-12 08:17:00
911,Twitter,user141,"La promo de @noticiasTech está genial, ahorré bastante",positive,2024-03-21 10:37:00
912,Instagram,user598,"La promo de @noticiasTech está genial, ahorré bastante y gracias a @viajesPro",positive,2024-05-13 22:26:00
913,Twitter,user149,Increíble servicio de @fitLife! Me encantó la experiencia #promo https://t.co/demo,positive,2024-06-02 06:52:00
914,TikTok,user71,"Qué gran atención de @gamerMax, todo rápido y claro #promo",positive,2024-05-20 19:44:00
915,TikTok,user580,El envío de @cineFan fue lentísimo y llegó mal y gracias a @gamerMax,negative,2024-07-29 16:55:00
916,Twitter,user225,"Pésima experiencia con @hogarIdeas, no lo recomiendo #promo",negative,2024-04-19 11:18:00
917,Instagram,user385,"Recomiendo a @brandX, contenido de calidad y muy útil y gracias a @viajesPro #promo https://t.co/demo",positive,2024-06-24 09:55:00
918,Instagram,user451,"Malo el soporte de @ofertasHoy, aún espero respuesta #promo https://t.co/demo",negative,2024-04-03 07:28:00
919,Instagram,user269,"Gracias @fitLife por el apoyo, quedé feliz con todo y gracias a @brandX #promo https://t.co/demo",positive,2024-03-29 03:27:00
920,Instagram,user22,"Recomiendo a @creatorAna, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-04-30 12:42:00
921,YouTube,user176,Nuevo post de @brandZ sobre tendencias y gracias a @creatorMia https://t.co/demo,neutral,2024-07-06 12:54:00
922,TikTok,user384,"Pésima experiencia con @cienciaHoy, no lo recomiendo",negative,2024-04-15 18:16:00
923,Instagram,user302,"Qué gran atención de @brandY, todo rápido y claro",positive,2024-03-07 19:56:00
924,Instagram,user501,"No funciona lo que vende @gamerMax, una estafa #promo https://t.co/demo",negative,2024-06-01 22:01:00
925,TikTok,user522,"Pésima experiencia con @musicBeat, no lo recomiendo y gracias a @ofertasHoy",negative,2024-04-23 16:53:00
926,TikTok,user486,"Muy decepcionado con @cienciaHoy, cero seriedad #promo",negative,2024-05-07 15:25:00
927,YouTube,user241,"Buenísimo el video de @cineFan, 10/10 https://t.co/demo",positive,2024-03-31 18:47:00
928,Instagram,user87,Probando el filtro de @noticiasTech #promo https://t.co/demo,neutral,2024-04-30 17:29:00
929,YouTube,user345,"Ojo con @cineFan, publicidad engañosa #promo https://t.co/demo",negative,2024-03-11 00:50:00
930,YouTube,user184,Increíble servicio de @cienciaHoy! Me encantó la experiencia #promo,positive,2024-07-19 17:30:00
931,Twitter,user560,Nuevo post de @equipoY sobre tendencias y gracias a @viajesPro #promo https://t.co/demo,neutral,2024-06-10 06:42:00
932,TikTok,user338,"Recomiendo a @modaTrends, contenido de calidad y muy útil y gracias a @fotografia",positive,2024-04-28 18:32:00
933,Twitter,user268,Actualización de @noticiasTech disponible #promo,neutral,2024-05-30 19:47:00
934,YouTube,user13,"Ojo con @creatorLuis, publicidad engañosa y gracias a @equipoY #promo",negative,2024-04-03 18:51:00
935,YouTube,user480,"Recomiendo a @brandZ, contenido de calidad y muy útil #promo",positive,2024-06-07 14:15:00
936,YouTube,user215,Increíble servicio de @fitLife! Me encantó la experiencia https://t.co/demo,positive,2024-04-13 00:19:00
937,TikTok,user512,"Buenísimo el video de @cineFan, 10/10 #promo",positive,2024-04-11 18:21:00
938,TikTok,user307,"Malo el soporte de @devTips, aún espero respuesta #promo",negative,2024-03-24 11:16:00
939,YouTube,user582,Probando el filtro de @soporteX y gracias a @cineFan #promo https://t.co/demo,neutral,2024-05-12 19:26:00
940,TikTok,user463,"Qué gran atención de @creatorAna, todo rápido y claro #promo",positive,2024-04-26 16:40:00
941,Instagram,user28,"Recomiendo a @viajesPro, contenido de calidad y muy útil y gracias a @noticiasTech https://t.co/demo",positive,2024-06-26 01:57:00
942,Twitter,user378,"Buenísimo el video de @cineFan, 10/10 y gracias a @creatorAna #promo",positive,2024-03-21 02:20:00
943,Instagram,user399,"Recomiendo a @soporteX, contenido de calidad y muy útil",positive,2024-05-12 20:36:00
944,TikTok,user589,"No funciona lo que vende @foodLover, una estafa #promo https://t.co/demo",negative,2024-06-15 04:52:00
945,Twitter,user457,Viendo el directo de @fotografia ahora,neutral,2024-08-29 15:42:00
946,Twitter,user474,"No funciona lo que vende @noticiasTech, una estafa #promo",negative,2024-05-03 10:09:00
947,Instagram,user401,"La promo de @creatorMia está genial, ahorré bastante #promo",positive,2024-04-13 06:15:00
948,Twitter,user583,"Gracias @brandY por el apoyo, quedé feliz con todo #promo",positive,2024-05-02 18:21:00
949,Twitter,user299,"Pésima experiencia con @saludPlus, no lo recomiendo #promo",negative,2024-06-21 04:08:00
950,Twitter,user378,Actualización de @foodLover disponible #promo https://t.co/demo,neutral,2024-06-21 01:31:00
951,Twitter,user474,"Qué gran atención de @hogarIdeas, todo rápido y claro #promo",positive,2024-04-21 06:38:00
952,Twitter,user407,"Qué gran atención de @creatorAna, todo rápido y claro #promo",positive,2024-06-20 16:32:00
953,Twitter,user473,"Gracias @modaTrends por el apoyo, quedé feliz con todo #promo",positive,2024-04-25 09:31:00
954,Instagram,user166,Nuevo post de @fotografia sobre tendencias y gracias a @creatorAna https://t.co/demo,neutral,2024-05-30 02:38:00
955,TikTok,user12,"Gracias @ofertasHoy por el apoyo, quedé feliz con todo y gracias a @brandY",positive,2024-05-17 15:05:00
956,Twitter,user49,"Buenísimo el video de @noticiasTech, 10/10 y gracias a @brandX #promo https://t.co/demo",positive,2024-04-11 06:53:00
957,TikTok,user256,Nuevo post de @soporteX sobre tendencias y gracias a @brandX https://t.co/demo,neutral,2024-03-25 06:33:00
958,Instagram,user65,Leyendo comentarios de @creatorAna y gracias a @soporteX #promo,neutral,2024-06-16 11:09:00
959,Instagram,user331,"Ojo con @fitLife, publicidad engañosa #promo https://t.co/demo",negative,2024-07-01 12:10:00
960,Instagram,user332,"Recomiendo a @cienciaHoy, contenido de calidad y muy útil y gracias a @soporteX #promo https://t.co/demo",positive,2024-05-11 09:30:00
961,Twitter,user378,"Buenísimo el video de @soporteX, 10/10 y gracias a @cienciaHoy #promo",positive,2024-04-25 18:18:00
962,Instagram,user583,"La promo de @creatorAna está genial, ahorré bastante y gracias a @modaTrends",positive,2024-03-18 23:40:00
963,TikTok,user137,"Recomiendo a @hogarIdeas, contenido de calidad y muy útil https://t.co/demo",positive,2024-06-15 00:36:00
964,YouTube,user600,"Qué gran atención de @cienciaHoy, todo rápido y claro y gracias a @devTips https://t.co/demo",positive,2024-05-06 00:43:00
965,TikTok,user128,"Gracias @cineFan por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-04-16 10:07:00
966,Instagram,user207,Increíble servicio de @cienciaHoy! Me encantó la experiencia y gracias a @fotografia,positive,2024-05-31 11:13:00
967,TikTok,user138,"La promo de @brandY está genial, ahorré bastante #promo",positive,2024-03-13 00:48:00
968,TikTok,user235,"La promo de @soporteX está genial, ahorré bastante y gracias a @hogarIdeas",positive,2024-03-23 23:45:00
969,YouTube,user228,"Ojo con @creatorMia, publicidad engañosa #promo",negative,2024-04-02 06:34:00
970,Instagram,user54,Nuevo post de @creatorLuis sobre tendencias y gracias a @devTips,neutral,2024-05-16 08:03:00
971,Twitter,user520,"Recomiendo a @musicBeat, contenido de calidad y muy útil y gracias a @soporteX #promo https://t.co/demo",positive,2024-05-02 08:29:00
